Abstract,Arxiv Link,Github Link,ID,Title
"  It is important to detect anomalous inputs when deploying machine learning
systems. The use of larger and more complex inputs in deep learning magnifies
the difficulty of distinguishing between anomalous and in-distribution
examples. At the same time, diverse image and text data are available in
enormous quantities. We propose leveraging these data to improve deep anomaly
detection by training anomaly detectors against an auxiliary dataset of
outliers, an approach we call Outlier Exposure (OE). This enables anomaly
detectors to generalize and detect unseen anomalies. In extensive experiments
on natural language processing and small- and large-scale vision tasks, we find
that Outlier Exposure significantly improves detection performance. We also
observe that cutting-edge generative models trained on CIFAR-10 may assign
higher likelihoods to SVHN images than to CIFAR-10 images; we use OE to
mitigate this issue. We also analyze the flexibility and robustness of Outlier
Exposure, and identify characteristics of the auxiliary dataset that improve
performance.
",http://arxiv.org/abs/1812.04606,github.com/hendrycks/outlier-exposure,1812.04606,Deep Anomaly Detection with Outlier Exposure
"  The Softmax function is used in the final layer of nearly all existing
sequence-to-sequence models for language generation. However, it is usually the
slowest layer to compute which limits the vocabulary size to a subset of most
frequent types; and it has a large memory footprint. We propose a general
technique for replacing the softmax layer with a continuous embedding layer.
Our primary innovations are a novel probabilistic loss, and a training and
inference procedure in which we generate a probability distribution over
pre-trained word embeddings, instead of a multinomial distribution over the
vocabulary obtained via softmax. We evaluate this new class of
sequence-to-sequence models with continuous outputs on the task of neural
machine translation. We show that our models obtain upto 2.5x speed-up in
training time while performing on par with the state-of-the-art models in terms
of translation quality. These models are capable of handling very large
vocabularies without compromising on translation quality. They also produce
more meaningful errors than in the softmax-based models, as these errors
typically lie in a subspace of the vector space of the reference translations.
",http://arxiv.org/abs/1812.04616,github.com/clab/fast\_align,1812.04616,"Von Mises-Fisher Loss for Training Sequence to Sequence Models with
  Continuous Outputs"
"  Maximum-likelihood estimation (MLE) is widely used in sequence to sequence
tasks for model training. It uniformly treats the generation/prediction of each
target token as multi-class classification, and yields non-smooth prediction
probabilities: in a target sequence, some tokens are predicted with small
probabilities while other tokens are with large probabilities. According to our
empirical study, we find that the non-smoothness of the probabilities results
in low quality of generated sequences. In this paper, we propose a
sentence-wise regularization method which aims to output smooth prediction
probabilities for all the tokens in the target sequence. Our proposed method
can automatically adjust the weights and gradients of each token in one
sentence to ensure the predictions in a sequence uniformly well. Experiments on
three neural machine translation tasks and one text summarization task show
that our method outperforms conventional MLE loss on all these tasks and
achieves promising BLEU scores on WMT14 English-German and WMT17
Chinese-English translation task.
",http://arxiv.org/abs/1812.04784,github.com/nltk/nltk. ``NN'' means \emph{noun,1812.04784,Sentence-wise Smooth Regularization for Sequence to Sequence Learning
"  People naturally understand the emotions of-and often also empathize
with-those around them. In this paper, we predict the emotional valence of an
empathic listener over time as they listen to a speaker narrating a life story.
We use the dataset provided by the OMG-Empathy Prediction Challenge, a workshop
held in conjunction with IEEE FG 2019. We present a multimodal LSTM model with
feature-level fusion and local attention that predicts empathic responses from
audio, text, and visual features. Our best-performing model, which used only
the audio and text features, achieved a concordance correlation coefficient
(CCC) of 0.29 and 0.32 on the Validation set for the Generalized and
Personalized track respectively, and achieved a CCC of 0.14 and 0.14 on the
held-out Test set. We discuss the difficulties faced and the lessons learnt
tackling this challenge.
",http://arxiv.org/abs/1812.04891,github.com/desmond-ong/cheem-omg-empathy,1812.04891,A Multimodal LSTM for Predicting Listener Empathic Responses Over Time
"  In the present article, we identified the qualitative differences between
Statistical Machine Translation (SMT) and Neural Machine Translation (NMT)
outputs. We have tried to answer two important questions: 1. Does NMT perform
equivalently well with respect to SMT and 2. Does it add extra flavor in
improving the quality of MT output by employing simple sentences as training
units. In order to obtain insights, we have developed three core models viz.,
SMT model based on Moses toolkit, followed by character and word level NMT
models. All of the systems use English-Hindi and English-Bengali language pairs
containing simple sentences as well as sentences of other complexity. In order
to preserve the translations semantics with respect to the target words of a
sentence, we have employed soft-attention into our word level NMT model. We
have further evaluated all the systems with respect to the scenarios where they
succeed and fail. Finally, the quality of translation has been validated using
BLEU and TER metrics along with manual parameters like fluency, adequacy etc.
We observed that NMT outperforms SMT in case of simple sentences whereas SMT
outperforms in case of all types of sentence.
",http://arxiv.org/abs/1812.04898,github.com/commonsense/conceptnet-numberbatch,1812.04898,SMT vs NMT: A Comparison over Hindi &amp; Bengali Simple Sentences
"  We describe a new approach that improves the training of generative
adversarial nets (GANs) for synthesizing diverse images from a text input. Our
approach is based on the conditional version of GANs and expands on previous
work leveraging an auxiliary task in the discriminator. Our generated images
are not limited to certain classes and do not suffer from mode collapse while
semantically matching the text input. A key to our training methods is how to
form positive and negative training examples with respect to the class label of
a given image. Instead of selecting random training examples, we perform
negative sampling based on the semantic distance from a positive example in the
class. We evaluate our approach using the Oxford-102 flower dataset, adopting
the inception score and multi-scale structural similarity index (MS-SSIM)
metrics to assess discriminability and diversity of the generated images. The
empirical results indicate greater diversity in the generated images,
especially when we gradually select more negative training examples closer to a
positive example in the semantic space.
",http://arxiv.org/abs/1812.05083,github.com/reedscot/icml2016,1812.05083,Adversarial Learning of Semantic Relevance in Text to Image Synthesis
"  Neural TTS has shown it can generate high quality synthesized speech. In this
paper, we investigate the multi-speaker latent space to improve neural TTS for
adapting the system to new speakers with only several minutes of speech or
enhancing a premium voice by utilizing the data from other speakers for richer
contextual coverage and better generalization. A multi-speaker neural TTS model
is built with the embedded speaker information in both spectral and speaker
latent space. The experimental results show that, with less than 5 minutes of
training data from a new speaker, the new model can achieve an MOS score of
4.16 in naturalness and 4.64 in speaker similarity close to human recordings
(4.74). For a well-trained premium voice, we can achieve an MOS score of 4.5
for out-of-domain texts, which is comparable to an MOS of 4.58 for professional
recordings, and significantly outperforms single speaker result of 4.28.
",http://arxiv.org/abs/1812.05253,yaden2018.github.io/multispeaker/.,1812.05253,"Modeling Multi-speaker Latent Space to Improve Neural TTS: Quick
  Enrolling New Speaker and Enhancing Premium Voice"
"  Language documentation is inherently a time-intensive process; transcription,
glossing, and corpus management consume a significant portion of documentary
linguists' work. Advances in natural language processing can help to accelerate
this work, using the linguists' past decisions as training material, but
questions remain about how to prioritize human involvement. In this extended
abstract, we describe the beginnings of a new project that will attempt to ease
this language documentation process through the use of natural language
processing (NLP) technology. It is based on (1) methods to adapt NLP tools to
new languages, based on recent advances in massively multilingual neural
networks, and (2) backend APIs and interfaces that allow linguists to upload
their data. We then describe our current progress on two fronts: automatic
phoneme transcription, and glossing. Finally, we briefly describe our future
directions.
",http://arxiv.org/abs/1812.05272,github.com/acl-org/acl-pub/issues/2,1812.05272,Towards a General-Purpose Linguistic Annotation Backend
"  Extracting appropriate features to represent a corpus is an important task
for textual mining. Previous attention based work usually enhance feature at
the lexical level, which lacks the exploration of feature augmentation at the
sentence level. In this paper, we exploit a Dynamic Feature Generation Network
(DFGN) to solve this problem. Specifically, DFGN generates features based on a
variety of attention mechanisms and attaches features to sentence
representation. Then a thresholder is designed to filter the mined features
automatically. DFGN extracts the most significant characteristics from datasets
to keep its practicability and robustness. Experimental results on multiple
well-known answer selection datasets show that our proposed approach
significantly outperforms state-of-the-art baselines. We give a detailed
analysis of the experiments to illustrate why DFGN provides excellent retrieval
and interpretative ability.
",http://arxiv.org/abs/1812.05366,www.deeplearning.net/software/theano/,1812.05366,Dynamic Feature Generation Network for Answer Selection
"  Natural language understanding is a challenging problem that covers a wide
range of tasks. While previous methods generally train each task separately, we
consider combining the cross-task features to enhance the task performance. In
this paper, we incorporate the logic information with the help of the Natural
Language Inference (NLI) task to the Story Cloze Test (SCT). Previous work on
SCT considered various semantic information, such as sentiment and topic, but
lack the logic information between sentences which is an essential element of
stories. Thus we propose to extract the logic information during the course of
the story to improve the understanding of the whole story. The logic
information is modeled with the help of the NLI task. Experimental results
prove the strength of the logic information.
",http://arxiv.org/abs/1812.05411,shangmy.github.io/publication/story-cloze,1812.05411,"Find a Reasonable Ending for Stories: Does Logic Relation Help the Story
  Cloze Test?"
"  A lightweight end-to-end acoustic system is crucial in the deployment of
text-to-speech tasks. Finding one that produces good audios with small time
latency and fewer errors remains a problem. In this paper, we propose a new
non-autoregressive, fully parallel acoustic system that utilizes a new
attention structure and a recently proposed convolutional structure. Compared
with the most popular end-to-end text-to-speech systems, our acoustic system
can produce equal or better quality audios with fewer errors and reach at least
10 times speed up of inference.
",http://arxiv.org/abs/1812.05710,der can be found in github. Griffin Lim uses the linear-scale log magnitude spectrograms with sharpening factor 1.5 and 50 inv,1812.05710,"FPUAS : Fully Parallel UFANS-based End-to-End Acoustic System with 10x
  Speed Up"
"  E-commerce platforms categorize their products into a multi-level taxonomy
tree with thousands of leaf categories. Conventional methods for product
categorization are typically based on machine learning classification
algorithms. These algorithms take product information as input (e.g., titles
and descriptions) to classify a product into a leaf category. In this paper, we
propose a new paradigm based on machine translation. In our approach, we
translate a product's natural language description into a sequence of tokens
representing a root-to-leaf path in a product taxonomy. In our experiments on
two large real-world datasets, we show that our approach achieves better
predictive accuracy than a state-of-the-art classification system for product
categorization. In addition, we demonstrate that our machine translation models
can propose meaningful new paths between previously unconnected nodes in a
taxonomy tree, thereby transforming the taxonomy into a directed acyclic graph
(DAG). We discuss how the resultant taxonomy DAG promotes user-friendly
navigation, and how it is more adaptable to new products.
",http://arxiv.org/abs/1812.05774,github.com/moses-smt/mosesdecoder/blob/master/scripts/tokenizer/tokenizer.perl,1812.05774,"Don't Classify, Translate: Multi-Level E-Commerce Product Categorization
  Via Machine Translation"
"  Deep neural networks can learn complex and abstract representations, that are
progressively obtained by combining simpler ones. A recent trend in speech and
speaker recognition consists in discovering these representations starting from
raw audio samples directly. Differently from standard hand-crafted features
such as MFCCs or FBANK, the raw waveform can potentially help neural networks
discover better and more customized representations. The high-dimensional raw
inputs, however, can make training significantly more challenging. This paper
summarizes our recent efforts to develop a neural architecture that efficiently
processes speech from audio waveforms. In particular, we propose SincNet, a
novel Convolutional Neural Network (CNN) that encourages the first layer to
discover meaningful filters by exploiting parametrized sinc functions. In
contrast to standard CNNs, which learn all the elements of each filter, only
low and high cutoff frequencies of band-pass filters are directly learned from
data. This inductive bias offers a very compact way to derive a customized
front-end, that only depends on some parameters with a clear physical meaning.
Our experiments, conducted on both speaker and speech recognition, show that
the proposed architecture converges faster, performs better, and is more
computationally efficient than standard CNNs.
",http://arxiv.org/abs/1812.05920,github.com/mravanelli/SincNet/,1812.05920,Speech and Speaker Recognition from Raw Waveform with SincNet
"  State-of-the-art studies have demonstrated the superiority of joint modelling
over pipeline implementation for medical named entity recognition and
normalization due to the mutual benefits between the two processes. To exploit
these benefits in a more sophisticated way, we propose a novel deep neural
multi-task learning framework with explicit feedback strategies to jointly
model recognition and normalization. On one hand, our method benefits from the
general representations of both tasks provided by multi-task learning. On the
other hand, our method successfully converts hierarchical tasks into a parallel
multi-task setting while maintaining the mutual supports between tasks. Both of
these aspects improve the model performance. Experimental results demonstrate
that our method performs significantly better than state-of-the-art approaches
on two publicly available medical literature datasets.
",http://arxiv.org/abs/1812.06081,github.com/SendongZhao/Multi-Task-Learning-for-MER-and-MEN).,1812.06081,"A Neural Multi-Task Learning Framework to Jointly Model Medical Named
  Entity Recognition and Normalization"
"  For many natural language processing (NLP) tasks the amount of annotated data
is limited. This urges a need to apply semi-supervised learning techniques,
such as transfer learning or meta-learning. In this work we tackle Named Entity
Recognition (NER) task using Prototypical Network - a metric learning
technique. It learns intermediate representations of words which cluster well
into named entity classes. This property of the model allows classifying words
with extremely limited number of training examples, and can potentially be used
as a zero-shot learning method. By coupling this technique with transfer
learning we achieve well-performing classifiers trained on only 20 instances of
a target class.
",http://arxiv.org/abs/1812.06158,github.com/Fritz449/ProtoNER,1812.06158,Few-shot classification in Named Entity Recognition Task
"  We present an analysis of the problem of identifying biological context and
associating it with biochemical events in biomedical texts. This constitutes a
non-trivial, inter-sentential relation extraction task. We focus on biological
context as descriptions of the species, tissue type and cell type that are
associated with biochemical events. We describe the properties of an annotated
corpus of context-event relations and present and evaluate several classifiers
for context-event association trained on syntactic, distance and frequency
features.
",http://arxiv.org/abs/1812.06199,github.com/clulab/reach,1812.06199,"Inter-sentence Relation Extraction for Associating Biological Context
  with Events in Biomedical Texts"
"  We present Wikipedia2Vec, an open source tool for learning embeddings of
words and entities from Wikipedia. This tool enables users to easily obtain
high-quality embeddings of words and entities from a Wikipedia dump with a
single command. The learned embeddings can be used as features in downstream
natural language processing (NLP) models. The tool can be installed via PyPI.
The source code, documentation, and pretrained embeddings for 12 major
languages can be obtained at http://wikipedia2vec.github.io.
",http://arxiv.org/abs/1812.06280,github.com/attardi/wikiextractor,1812.06280,"Wikipedia2Vec: An Optimized Tool for Learning Embeddings of Words and
  Entities from Wikipedia"
"  Knowledge Graph (KG) embedding is a fundamental problem in data mining
research with many real-world applications. It aims to encode the entities and
relations in the graph into low dimensional vector space, which can be used for
subsequent algorithms. Negative sampling, which samples negative triplets from
non-observed ones in the training data, is an important step in KG embedding.
Recently, generative adversarial network (GAN), has been introduced in negative
sampling. By sampling negative triplets with large scores, these methods avoid
the problem of vanishing gradient and thus obtain better performance. However,
using GAN makes the original model more complex and hard to train, where
reinforcement learning must be used. In this paper, motivated by the
observation that negative triplets with large scores are important but rare, we
propose to directly keep track of them with the cache. However, how to sample
from and update the cache are two important questions. We carefully design the
solutions, which are not only efficient but also achieve a good balance between
exploration and exploitation. In this way, our method acts as a ""distilled""
version of previous GA-based methods, which does not waste training time on
additional parameters to fit the full distribution of negative triplets. The
extensive experiments show that our method can gain significant improvement in
various KG embedding models, and outperform the state-of-the-art negative
sampling methods based on GAN.
",http://arxiv.org/abs/1812.06410,github.com/cai-lw/KBGAN,1812.06410,"NSCaching: Simple and Efficient Negative Sampling for Knowledge Graph
  Embedding"
"  With the online proliferation of hate speech, there is an urgent need for
systems that can detect such harmful content. In this paper, We present the
machine learning models developed for the Automatic Misogyny Identification
(AMI) shared task at EVALITA 2018. We generate three types of features:
Sentence Embeddings, TF-IDF Vectors, and BOW Vectors to represent each tweet.
These features are then concatenated and fed into the machine learning models.
Our model came First for the English Subtask A and Fifth for the English
Subtask B. We release our winning model for public use and it's available at
https://github.com/punyajoy/Hateminers-EVALITA.
",http://arxiv.org/abs/1812.06700,github.com/dmlc/xgboost,1812.06700,Hateminers : Detecting Hate speech against Women
"  We propose a novel data augmentation method for labeled sentences called
conditional BERT contextual augmentation. Data augmentation methods are often
applied to prevent overfitting and improve generalization of deep neural
network models. Recently proposed contextual augmentation augments labeled
sentences by randomly replacing words with more varied substitutions predicted
by language model. BERT demonstrates that a deep bidirectional language model
is more powerful than either an unidirectional language model or the shallow
concatenation of a forward and backward model. We retrofit BERT to conditional
BERT by introducing a new conditional masked language model\footnote{The term
""conditional masked language model"" appeared once in original BERT paper, which
indicates context-conditional, is equivalent to term ""masked language model"".
In our paper, ""conditional masked language model"" indicates we apply extra
label-conditional constraint to the ""masked language model"".} task. The well
trained conditional BERT can be applied to enhance contextual augmentation.
Experiments on six various different text classification tasks show that our
method can be easily applied to both convolutional or recurrent neural networks
classifier to obtain obvious improvement.
",http://arxiv.org/abs/1812.06705,"github.com/huggingface/pytorch-pretrai
re all available on github and pre-trained BERT model can also be downloaded. The number of conditional BERT training epochs r",1812.06705,Conditional BERT Contextual Augmentation
"  There has been much recent, exciting work on combining the complementary
strengths of latent variable models and deep learning. Latent variable modeling
makes it easy to explicitly specify model constraints through conditional
independence properties, while deep learning makes it possible to parameterize
these conditional likelihoods with powerful function approximators. While these
""deep latent variable"" models provide a rich, flexible framework for modeling
many real-world phenomena, difficulties exist: deep parameterizations of
conditional likelihoods usually make posterior inference intractable, and
latent variable objectives often complicate backpropagation by introducing
points of non-differentiability. This tutorial explores these issues in depth
through the lens of variational inference.
",http://arxiv.org/abs/1812.06834,github.com/hindupuravinash/the-gan-zoo,1812.06834,A Tutorial on Deep Latent Variable Models of Natural Language
"  Current state-of-the-art speech recognition systems build on recurrent neural
networks for acoustic and/or language modeling, and rely on feature extraction
pipelines to extract mel-filterbanks or cepstral coefficients. In this paper we
present an alternative approach based solely on convolutional neural networks,
leveraging recent advances in acoustic models from the raw waveform and
language modeling. This fully convolutional approach is trained end-to-end to
predict characters from the raw waveform, removing the feature extraction step
altogether. An external convolutional language model is used to decode words.
On Wall Street Journal, our model matches the current state-of-the-art. On
Librispeech, we report state-of-the-art performance among end-to-end models,
including Deep Speech 2 trained with 12 times more acoustic data and
significantly more linguistic data.
",http://arxiv.org/abs/1812.06864,github.com/fa,1812.06864,Fully Convolutional Speech Recognition
"  Recently advancements in sequence-to-sequence neural network architectures
have led to an improved natural language understanding. When building a neural
network-based Natural Language Understanding component, one main challenge is
to collect enough training data. The generation of a synthetic dataset is an
inexpensive and quick way to collect data. Since this data often has less
variety than real natural language, neural networks often have problems to
generalize to unseen utterances during testing. In this work, we address this
challenge by using multi-task learning. We train out-of-domain real data
alongside in-domain synthetic data to improve natural language understanding.
We evaluate this approach in the domain of airline travel information with two
synthetic datasets. As out-of-domain real data, we test two datasets based on
the subtitles of movies and series. By using an attention-based encoder-decoder
model, we were able to improve the F1-score over strong baselines from 80.76 %
to 84.98 % in the smaller synthetic dataset.
",http://arxiv.org/abs/1812.06876,github.com/yvchen/JointSLU,1812.06876,Multi-task learning to improve natural language understanding
"  Understanding audio-visual content and the ability to have an informative
conversation about it have both been challenging areas for intelligent systems.
The Audio Visual Scene-aware Dialog (AVSD) challenge, organized as a track of
the Dialog System Technology Challenge 7 (DSTC7), proposes a combined task,
where a system has to answer questions pertaining to a video given a dialogue
with previous question-answer pairs and the video itself. We propose for this
task a hierarchical encoder-decoder model which computes a multi-modal
embedding of the dialogue context. It first embeds the dialogue history using
two LSTMs. We extract video and audio frames at regular intervals and compute
semantic features using pre-trained I3D and VGGish models, respectively. Before
summarizing both modalities into fixed-length vectors using LSTMs, we use FiLM
blocks to condition them on the embeddings of the current question, which
allows us to reduce the dimensionality considerably. Finally, we use an LSTM
decoder that we train with scheduled sampling and evaluate using beam search.
Compared to the modality-fusing baseline model released by the AVSD challenge
organizers, our model achieves a relative improvements of more than 16%,
scoring 0.36 BLEU-4 and more than 33%, scoring 0.997 CIDEr.
",http://arxiv.org/abs/1812.07023,github.com/Maluuba/nlg-eval,1812.07023,"From FiLM to Video: Multi-turn Question Answering with Multi-modal
  Context"
"  Mobile keyboard suggestion is typically regarded as a word-level language
modeling problem. Centralized machine learning technique requires massive user
data collected to train on, which may impose privacy concerns for sensitive
personal typing data of users. Federated learning (FL) provides a promising
approach to learning private language modeling for intelligent personalized
keyboard suggestion by training models in distributed clients rather than
training in a central server. To obtain a global model for prediction, existing
FL algorithms simply average the client models and ignore the importance of
each client during model aggregation. Furthermore, there is no optimization for
learning a well-generalized global model on the central server. To solve these
problems, we propose a novel model aggregation with the attention mechanism
considering the contribution of clients models to the global model, together
with an optimization technique during server aggregation. Our proposed
attentive aggregation method minimizes the weighted distance between the server
model and client models through iterative parameters updating while attends the
distance between the server model and client models. Through experiments on two
popular language modeling datasets and a social media dataset, our proposed
method outperforms its counterparts in terms of perplexity and communication
cost in most settings of comparison.
",http://arxiv.org/abs/1812.07108,github.com/wojzaremba/lstm/tree/master/data,1812.07108,Learning Private Neural Language Modeling with Attentive Aggregation
"  Predicting user behaviour on a website is a difficult task, which requires
the integration of multiple sources of information, such as geo-location, user
profile or web surfing history. In this paper we tackle the problem of
predicting the user intent, based on the queries that were used to access a
certain webpage. We make no additional assumptions, such as domain detection,
device used or location, and only use the word information embedded in the
given query. In order to build competitive classifiers, we label a small
fraction of the EDI query intent prediction dataset
\cite{edi-challenge-dataset}, which is used as ground truth. Then, using
various rule-based approaches, we automatically label the rest of the dataset,
train the classifiers and evaluate the quality of the automatic labeling on the
ground truth dataset. We used both recurrent and convolutional networks as the
models, while representing the words in the query with multiple embedding
methods.
",http://arxiv.org/abs/1812.07324,github.com/shuyo/language-detection,1812.07324,Predicting user intent from search queries using both CNNs and RNNs
"  In large-scale domain classification for natural language understanding,
leveraging each user's domain enablement information, which refers to the
preferred or authenticated domains by the user, with attention mechanism has
been shown to improve the overall domain classification performance. In this
paper, we propose a supervised enablement attention mechanism, which utilizes
sigmoid activation for the attention weighting so that the attention can be
computed with more expressive power without the weight sum constraint of
softmax attention. The attention weights are explicitly encouraged to be
similar to the corresponding elements of the ground-truth's one-hot vector by
supervised attention, and the attention information of the other enabled
domains is leveraged through self-distillation. By evaluating on the actual
utterances from a large-scale IPDA, we show that our approach significantly
improves domain classification performance.
",http://arxiv.org/abs/1812.07546,github.com/acl-org/acl-pub/issues/2,1812.07546,"Supervised Domain Enablement Attention for Personalized Domain
  Classification"
"  There has been growing interest in using neural networks and deep learning
techniques to create dialogue systems. Conversational recommendation is an
interesting setting for the scientific exploration of dialogue with natural
language as the associated discourse involves goal-driven dialogue that often
transforms naturally into more free-form chat. This paper provides two
contributions. First, until now there has been no publicly available
large-scale dataset consisting of real-world dialogues centered around
recommendations. To address this issue and to facilitate our exploration here,
we have collected ReDial, a dataset consisting of over 10,000 conversations
centered around the theme of providing movie recommendations. We make this data
available to the community for further research. Second, we use this dataset to
explore multiple facets of conversational recommendations. In particular we
explore new neural architectures, mechanisms, and methods suitable for
composing conversational recommendation systems. Our dataset allows us to
systematically probe model sub-components addressing different parts of the
overall problem domain ranging from: sentiment analysis and cold-start
recommendation generation to detailed aspects of how natural language is used
in this setting in the real world. We combine such sub-components into a
full-blown dialogue system and examine its behavior.
",http://arxiv.org/abs/1812.07617,github.com/swapUniba/ConvRecSysDataset,1812.07617,Towards Deep Conversational Recommendations
"  This paper introduces wav2letter++, the fastest open-source deep learning
speech recognition framework. wav2letter++ is written entirely in C++, and uses
the ArrayFire tensor library for maximum efficiency. Here we explain the
architecture and design of the wav2letter++ system and compare it to other
major open-source speech recognition systems. In some cases wav2letter++ is
more than 2x faster than other optimized frameworks for training end-to-end
neural networks for speech recognition. We also show that wav2letter++'s
training times scale linearly to 64 GPUs, the highest we tested, for models
with 100 million parameters. High-performance frameworks enable fast iteration,
which is often a crucial factor in successful research and model tuning on new
datasets and tasks.
",http://arxiv.org/abs/1812.07625,nvidia.github.io/OpenSeq2Seq/html/speech-recognition.html,1812.07625,wav2letter++: The Fastest Open-source Speech Recognition System
"  Multimodal sentiment analysis is a core research area that studies speaker
sentiment expressed from the language, visual, and acoustic modalities. The
central challenge in multimodal learning involves inferring joint
representations that can process and relate information from these modalities.
However, existing work learns joint representations by requiring all modalities
as input and as a result, the learned representations may be sensitive to noisy
or missing modalities at test time. With the recent success of sequence to
sequence (Seq2Seq) models in machine translation, there is an opportunity to
explore new ways of learning joint representations that may not require all
input modalities at test time. In this paper, we propose a method to learn
robust joint representations by translating between modalities. Our method is
based on the key insight that translation from a source to a target modality
provides a method of learning joint representations using only the source
modality as input. We augment modality translations with a cycle consistency
loss to ensure that our joint representations retain maximal information from
all modalities. Once our translation model is trained with paired multimodal
data, we only need data from the source modality at test time for final
sentiment prediction. This ensures that our model remains robust from
perturbations or missing information in the other modalities. We train our
model with a coupled translation-prediction objective and it achieves new
state-of-the-art results on multimodal sentiment analysis datasets: CMU-MOSI,
ICT-MMMO, and YouTube. Additional experiments show that our model learns
increasingly discriminative joint representations with more input modalities
while maintaining robustness to missing or perturbed modalities.
",http://arxiv.org/abs/1812.07809,github.com/hainow/MCTN,1812.07809,"Found in Translation: Learning Robust Joint Representations by Cyclic
  Translations Between Modalities"
"  Sentiment Analysis has seen much progress in the past two decades. For the
past few years, neural network approaches, primarily RNNs and CNNs, have been
the most successful for this task. Recently, a new category of neural networks,
self-attention networks (SANs), have been created which utilizes the attention
mechanism as the basic building block. Self-attention networks have been shown
to be effective for sequence modeling tasks, while having no recurrence or
convolutions. In this work we explore the effectiveness of the SANs for
sentiment analysis. We demonstrate that SANs are superior in performance to
their RNN and CNN counterparts by comparing their classification accuracy on
six datasets as well as their model characteristics such as training speed and
memory consumption. Finally, we explore the effects of various SAN
modifications such as multi-head attention as well as two methods of
incorporating sequence position information into SANs.
",http://arxiv.org/abs/1812.07860,github.com/jbarnesspain/sota_sentiment,1812.07860,"Self-Attention: A Better Building Block for Sentiment Analysis Neural
  Network Classifiers"
"  Multi-criteria Chinese word segmentation is a promising but challenging task,
which exploits several different segmentation criteria and mines their common
underlying knowledge. In this paper, we propose a flexible multi-criteria
learning for Chinese word segmentation. Usually, a segmentation criterion could
be decomposed into multiple sub-criteria, which are shareable with other
segmentation criteria. The process of word segmentation is a routing among
these sub-criteria. From this perspective, we present Switch-LSTMs to segment
words, which consist of several long short-term memory neural networks (LSTM),
and a switcher to automatically switch the routing among these LSTMs. With
these auto-switched LSTMs, our model provides a more flexible solution for
multi-criteria CWS, which is also easy to transfer the learned knowledge to new
criteria. Experiments show that our model obtains significant improvements on
eight corpora with heterogeneous segmentation criteria, compared to the
previous method and single-criterion learning.
",http://arxiv.org/abs/1812.08033,github.com/FudanNLP,1812.08033,Switch-LSTMs for Multi-Criteria Chinese Word Segmentation
"  The use of Project Gutenberg (PG) as a text corpus has been extremely popular
in statistical analysis of language for more than 25 years. However, in
contrast to other major linguistic datasets of similar importance, no
consensual full version of PG exists to date. In fact, most PG studies so far
either consider only a small number of manually selected books, leading to
potential biased subsets, or employ vastly different pre-processing strategies
(often specified in insufficient details), raising concerns regarding the
reproducibility of published results. In order to address these shortcomings,
here we present the Standardized Project Gutenberg Corpus (SPGC), an open
science approach to a curated version of the complete PG data containing more
than 50,000 books and more than $3 \times 10^9$ word-tokens. Using different
sources of annotated metadata, we not only provide a broad characterization of
the content of PG, but also show different examples highlighting the potential
of SPGC for investigating language variability across time, subjects, and
authors. We publish our methodology in detail, the code to download and process
the data, as well as the obtained corpus itself on 3 different levels of
granularity (raw text, timeseries of word tokens, and counts of words). In this
way, we provide a reproducible, pre-processed, full-size version of Project
Gutenberg as a new scientific resource for corpus linguistics, natural language
processing, and information retrieval.
",http://arxiv.org/abs/1812.08092,github.com/pgcorpus/gutenberg-analysis,1812.08092,"A standardized Project Gutenberg corpus for statistical analysis of
  natural language and quantitative linguistics"
"  Recommendation systems have an important place to help online users in the
internet society. Recommendation Systems in computer science are of very
practical use these days in various aspects of the Internet portals, such as
social networks, and library websites. There are several approaches to
implement recommendation systems, Latent Dirichlet Allocation (LDA) is one the
popular techniques in Topic Modeling. Recently, researchers have proposed many
approaches based on Recommendation Systems and LDA. According to importance of
the subject, in this paper we discover the trends of the topics and find
relationship between LDA topics and Scholar-Context-documents. In fact, We
apply probabilistic topic modeling based on Gibbs sampling algorithms for a
semantic mining from six conference publications in computer science from DBLP
dataset. According to our experimental results, our semantic framework can be
effective to help organizations to better organize these conferences and cover
future research topics.
",http://arxiv.org/abs/1812.08304,"github.com/JeloH/Dataset\_DBLP.
current\\typically\\github\end{tabular",1812.08304,"Recommendation System based on Semantic Scholar Mining and Topic
  modeling: A behavioral analysis of researchers from six conferences"
"  With the recent advancements in AI, Intelligent Virtual Assistants (IVA) have
become a ubiquitous part of every home. Going forward, we are witnessing a
confluence of vision, speech and dialog system technologies that are enabling
the IVAs to learn audio-visual groundings of utterances and have conversations
with users about the objects, activities and events surrounding them. As a part
of the 7th Dialog System Technology Challenges (DSTC7), for Audio Visual
Scene-Aware Dialog (AVSD) track, We explore `topics' of the dialog as an
important contextual feature into the architecture along with explorations
around multimodal Attention. We also incorporate an end-to-end audio
classification ConvNet, AclNet, into our models. We present detailed analysis
of the experiments and show that some of our model variations outperform the
baseline system presented for this task.
",http://arxiv.org/abs/1812.08407,github.com/vi3k6i5/GuidedLDA,1812.08407,"Context, Attention and Audio Feature Explorations for Audio Visual
  Scene-Aware Dialog"
